requisito_id,tipo,licenca,documento,modulo,topico,teste_aderencia,evidencia_esperada,peso,impacto
R.472,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.1 – Fase de Planejamento,Foram descritas as ações preparatórias essenciais ao início do empreendimento?,c) Levantamentos prévios realizados;,,
R.473,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.1 – Fase de Planejamento,Foram descritas as ações preparatórias essenciais ao início do empreendimento?,d) Desenvolvimento dos projetos básicos;,,
R.474,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.1 – Fase de Planejamento,Foram descritas as ações preparatórias essenciais ao início do empreendimento?,e) Outras ações preparatórias relevantes,,
R.475,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2 – Fase de Implantação,"A implantação está descrita de forma integrada, abrangendo estruturas, processos e intervenções?",a) Descrição geral da implantação;,,
R.476,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2 – Fase de Implantação,"A implantação está descrita de forma integrada, abrangendo estruturas, processos e intervenções?",b) Integração das estruturas e áreas envolvidas;,,
R.477,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2 – Fase de Implantação,"A implantação está descrita de forma integrada, abrangendo estruturas, processos e intervenções?",c) Identificação das intervenções ambientais da fase;,,
R.478,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2 – Fase de Implantação,"A implantação está descrita de forma integrada, abrangendo estruturas, processos e intervenções?",d) Dados quantitativos consolidados;,,
R.479,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2 – Fase de Implantação,"A implantação está descrita de forma integrada, abrangendo estruturas, processos e intervenções?",e) Cronograma físico da implantação,,
R.480,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.1 – Infraestrutura de Apoio,A infraestrutura temporária e definitiva da obra está caracterizada?,a) Canteiro de obras;,,
R.481,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.1 – Infraestrutura de Apoio,A infraestrutura temporária e definitiva da obra está caracterizada?,b) Escritórios de apoio;,,
R.482,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.1 – Infraestrutura de Apoio,A infraestrutura temporária e definitiva da obra está caracterizada?,c) Alojamentos;,,
R.483,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.1 – Infraestrutura de Apoio,A infraestrutura temporária e definitiva da obra está caracterizada?,d) Pátio de máquinas e veículos;,,
R.484,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.1 – Infraestrutura de Apoio,A infraestrutura temporária e definitiva da obra está caracterizada?,e) Outras estruturas associadas;,,
R.485,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.1 – Infraestrutura de Apoio,A infraestrutura temporária e definitiva da obra está caracterizada?,f) Máquinas e equipamentos + período de uso;,,
R.486,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.1 – Infraestrutura de Apoio,A infraestrutura temporária e definitiva da obra está caracterizada?,g) Vias de acesso;,,
R.487,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.1 – Infraestrutura de Apoio,A infraestrutura temporária e definitiva da obra está caracterizada?,h) Áreas de armazenamento;,,
R.488,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.1 – Infraestrutura de Apoio,A infraestrutura temporária e definitiva da obra está caracterizada?,i) Infraestrutura de energia,,
R.489,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.2 – Levantamentos, Diretrizes e Locação",As bases técnicas para locação e instalação foram apresentadas?,a) Mapeamento geotécnico e levantamentos técnicos;,,
R.490,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.2 – Levantamentos, Diretrizes e Locação",As bases técnicas para locação e instalação foram apresentadas?,b) Diretrizes para escolha do local;,,
R.491,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.2 – Levantamentos, Diretrizes e Locação",As bases técnicas para locação e instalação foram apresentadas?,c) Procedimentos de implantação da infraestrutura,,
R.492,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.3 – Intervenções Ambientais,"As intervenções ambientais foram identificadas, quantificadas e espacializadas?","a) Supressão vegetal: área, bioma, tipologia;",,
R.493,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.3 – Intervenções Ambientais,"As intervenções ambientais foram identificadas, quantificadas e espacializadas?",b) Interferências em APPs e áreas protegidas;,,
R.494,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.3 – Intervenções Ambientais,"As intervenções ambientais foram identificadas, quantificadas e espacializadas?",c) Árvores isoladas suprimidas;,,
R.495,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.3 – Intervenções Ambientais,"As intervenções ambientais foram identificadas, quantificadas e espacializadas?",d) Intervenções em recursos hídricos;,,
R.496,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.3 – Intervenções Ambientais,"As intervenções ambientais foram identificadas, quantificadas e espacializadas?",e) Infraestrutura básica para frentes de obra,,
R.497,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.4 – Drenagem, Efluentes e Resíduos",O sistema de gestão hídrica e de resíduos atende às exigências técnicas?,a) Área impermeabilizada;,,
R.498,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.4 – Drenagem, Efluentes e Resíduos",O sistema de gestão hídrica e de resíduos atende às exigências técnicas?,b) Sistema de drenagem previsto;,,
R.499,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.4 – Drenagem, Efluentes e Resíduos",O sistema de gestão hídrica e de resíduos atende às exigências técnicas?,"c) Efluentes: volumes, fontes, tratamento e descarte;",,
R.500,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.4 – Drenagem, Efluentes e Resíduos",O sistema de gestão hídrica e de resíduos atende às exigências técnicas?,"d) Resíduos: classificação, volumes e destinação",,
R.501,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.5 – Emissões, Ruído, Vibração e GEE",As fontes poluidoras da fase de implantação estão descritas?,a) Fontes de ruído e vibração;,,
R.502,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.5 – Emissões, Ruído, Vibração e GEE",As fontes poluidoras da fase de implantação estão descritas?,b) Fontes de emissões atmosféricas;,,
R.503,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.5 – Emissões, Ruído, Vibração e GEE",As fontes poluidoras da fase de implantação estão descritas?,c) Estimativa de emissões de GEE,,
R.504,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.6 – Energia e Insumos,"O estudo detalhou consumo de energia, fontes e eficiência?",a) Consumo energético;,,
R.505,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.6 – Energia e Insumos,"O estudo detalhou consumo de energia, fontes e eficiência?",b) Fontes utilizadas;,,
R.506,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.6 – Energia e Insumos,"O estudo detalhou consumo de energia, fontes e eficiência?",c) Diretrizes de eficiência;,,
R.507,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.2.6 – Energia e Insumos,"O estudo detalhou consumo de energia, fontes e eficiência?",d) Plano de transição para energia limpa,,
R.508,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.7 – Métodos Construtivos, Terraplenagem e Insumos",As etapas construtivas e volumes movimentados estão identificados?,a) Métodos construtivos e soluções técnicas;,,
R.509,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.7 – Métodos Construtivos, Terraplenagem e Insumos",As etapas construtivas e volumes movimentados estão identificados?,b) Volumes de terraplenagem e decapeamento;,,
R.510,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.7 – Métodos Construtivos, Terraplenagem e Insumos",As etapas construtivas e volumes movimentados estão identificados?,c) Áreas de empréstimo e disposição;,,
R.511,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.7 – Métodos Construtivos, Terraplenagem e Insumos",As etapas construtivas e volumes movimentados estão identificados?,d) Procedência e diretrizes dos insumos,,
R.512,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.8 – Mão de Obra, Logística, Acessos e Desapropriações",Os aspectos sociais e logísticos da implantação estão descritos?,a) Quantificação e origem da mão de obra;,,
R.513,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.8 – Mão de Obra, Logística, Acessos e Desapropriações",Os aspectos sociais e logísticos da implantação estão descritos?,b) Logística de acessos e transporte;,,
R.514,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.8 – Mão de Obra, Logística, Acessos e Desapropriações",Os aspectos sociais e logísticos da implantação estão descritos?,c) Estimativa de veículos;,,
R.515,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.8 – Mão de Obra, Logística, Acessos e Desapropriações",Os aspectos sociais e logísticos da implantação estão descritos?,d) Desapropriações necessárias;,,
R.516,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.8 – Mão de Obra, Logística, Acessos e Desapropriações",Os aspectos sociais e logísticos da implantação estão descritos?,e) Estimativa de investimento;,,
R.517,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.2.8 – Mão de Obra, Logística, Acessos e Desapropriações",Os aspectos sociais e logísticos da implantação estão descritos?,f) Cronograma físico,,
R.518,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3 – Fase de Operação,"A operação está caracterizada de forma técnica, integrada e completa?",a) Processos operacionais gerais;,,
R.519,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3 – Fase de Operação,"A operação está caracterizada de forma técnica, integrada e completa?",b) Atividades principais e acessórias;,,
R.520,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3 – Fase de Operação,"A operação está caracterizada de forma técnica, integrada e completa?","c) Integração entre insumos, produtos, energia e emissões;",,
R.521,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3 – Fase de Operação,"A operação está caracterizada de forma técnica, integrada e completa?",d) Dados operacionais consolidados;,,
R.522,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3 – Fase de Operação,"A operação está caracterizada de forma técnica, integrada e completa?",e) Aspectos ambientais relevantes,,
R.523,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3.1 – Processos e Atividades Operacionais,Os processos operacionais foram caracterizados?,a) Métodos e processos produtivos/extrativos;,,
R.524,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3.1 – Processos e Atividades Operacionais,Os processos operacionais foram caracterizados?,b) Sazonalidade (quando aplicável);,,
R.525,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3.1 – Processos e Atividades Operacionais,Os processos operacionais foram caracterizados?,c) Atividades acessórias;,,
R.526,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3.1 – Processos e Atividades Operacionais,Os processos operacionais foram caracterizados?,d) Vida útil do empreendimento,,
R.527,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.3.2 – Produtos, Insumos e Energia",Os produtos e insumos estão quantificados?,a) Produtos e serviços gerados;,,
R.528,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.3.2 – Produtos, Insumos e Energia",Os produtos e insumos estão quantificados?,"b) Insumos, combustíveis e matérias-primas;",,
R.529,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.3.2 – Produtos, Insumos e Energia",Os produtos e insumos estão quantificados?,"c) Condições de armazenamento, transporte e beneficiamento;",,
R.530,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.3.2 – Produtos, Insumos e Energia",Os produtos e insumos estão quantificados?,d) Diretrizes de insumos sustentáveis,,
R.531,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3.3 – Aspectos Minerários (quando aplicável),Atende às exigências da ANM e do TR?,a) Poligonais ANM e áreas minerárias;,,
R.532,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3.3 – Aspectos Minerários (quando aplicável),Atende às exigências da ANM e do TR?,b) Jazida: dados geológicos e reservas;,,
R.533,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3.3 – Aspectos Minerários (quando aplicável),Atende às exigências da ANM e do TR?,c) Métodos de lavra e beneficiamento;,,
R.534,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3.3 – Aspectos Minerários (quando aplicável),Atende às exigências da ANM e do TR?,"d) Volumes de minério, estéril e rejeito;",,
R.535,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3.3 – Aspectos Minerários (quando aplicável),Atende às exigências da ANM e do TR?,e) Sistemas de drenagem;,,
R.536,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3.3 – Aspectos Minerários (quando aplicável),Atende às exigências da ANM e do TR?,f) Desaguamento e estudo hidrogeológico;,,
R.537,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3.3 – Aspectos Minerários (quando aplicável),Atende às exigências da ANM e do TR?,g) Solo orgânico e pilhas;,,
R.538,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.4.3.3 – Aspectos Minerários (quando aplicável),Atende às exigências da ANM e do TR?,h) Mapas das fases da lavra,,
R.539,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.3.4 – Tráfego, Máquinas e Equipamentos",A logística operacional está adequadamente caracterizada?,a) Projeção de VDM;,,
R.540,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.3.4 – Tráfego, Máquinas e Equipamentos",A logística operacional está adequadamente caracterizada?,b) Máquinas e equipamentos operacionais,,
R.541,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.3.5 – Água, Efluentes, Resíduos e Poluentes",O sistema ambiental operacional está completo?,a) Balanço hídrico;,,
R.542,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.3.5 – Água, Efluentes, Resíduos e Poluentes",O sistema ambiental operacional está completo?,b) Efluentes: tratamento e lançamento;,,
R.543,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,"7.4.3.5 – Água, Efluentes, Resíduos e Poluentes",O sistema ambiental operacional está completo?,c) Resíduos sólidos: classificação e destinação;,,
